price_earnings,price_book,price_sales,valuation_z__scaled,earnings_share,dividend_yield,ebitda,ebitda_log__scaled,profitability_ratio__scaled,market_cap,price,52w_range__scaled,price_to_52w_high__scaled,market_cap_log__scaled,dividend_flag__scaled
10.65,1.54,1.5543115,-0.699131753,-3.26,4.892126,880700000,-0.387805279,-0.159572347,13116894887,72.02,0.684311554,-0.688966557,-0.386924199,0
10.91,0.8304,1.227099,-0.787923304,-0.48,0,827200000,-0.42791077,1.826699038,4230379821,35.34,-2.982813168,1.151065852,-1.28133953,-1
200.0692,4.55,8.02302,6.523756971,-1.98,0.63339007,3692749000,0.52949312,-0.264271237,61164030149,101.04,-0.123792547,0.116396359,0.830009846,0
53.16,2.15,6.4987307,1.305319539,-2.69,0.2518363,1518305000,-0.039272049,0.660145209,12638828950,46.25,-0.078699068,-0.904504416,-0.41626937,0
19.03,4.59,5.6338058,0.293367892,4.04,1.3265306,1141200000,-0.221984508,0.051924508,14121334618,114,-0.689755982,0.215097082,-0.328604577,0
23.06,5.14,10.639136,1.031024751,1.77,1.8775817,1687152000,0.028208084,-0.41526848,33333813618,409.98,0.203595618,-0.288239185,0.350251993,0
17.6,2.09,8.593619,0.36136742,1.63,3.5437918,1710686000,0.037072914,0.066425057,20925508143,55.26,0.716784934,-0.887318946,-0.017757374,0
18.66,2.3,14.1830845,1.037012466,6.27,3.2138102,1237886000,-0.169941414,0.133124294,14383525286,218.28,0.691286138,-0.747805692,-0.314063945,0
37.78,10.82,3.9522583,1.25886676,3.35,1.1283498,2478000000,0.274207985,-0.424503117,49543264457,131.46,-0.91210221,1.649306587,0.663463938,0
27.24,1.16,2.0991988,-0.124186162,23.6712,2.1078234,0,-13.56818948,-1.198261177,10131892523,241.06,0.382689686,-0.200422319,-0.591013747,0
18.22,1.68,3.1134193,-0.263894135,2.96,3.3397784,2738713000,0.338225393,1.151892725,18027633617,56.11,1.020802818,-0.76151786,-0.135575722,0
14.51,1.26,1.3933871,-0.613854857,1.23,3.8174274,8548000000,1.066612907,2.608783758,34734816899,35.98,0.595466184,-0.501246745,0.382792641,0
30.99,4.14,2.5074897,0.300704842,1.81,0.92785895,1481458000,-0.054994035,-0.036216143,19722178609,123.03,0.102098637,-0.565289039,-0.064568424,0
25.26,5.55,2.190319,0.197521381,2.36,1.3520038,721643000,-0.515273012,-0.18711217,11040678071,60.36,0.508242806,-0.171073667,-0.523120361,0
10.72,2.65,0.57588416,-0.710544208,5.39,0,7309300000,0.96643015,1.46546827,42449656350,73.35,-0.285935863,0.45058925,0.541326585,-1
18.12,4.54,12.204818,0.991103892,2.92,3.879632,717468000,-0.518986088,-0.102970148,10133547517,77.56,0.793327831,-0.47396643,-0.590884651,0
21.37,1.85,1.7701944,-0.295105361,1.88,4.0031195,34156880000,1.953102782,0.421873429,3.26149E+11,76.07,1.15579039,-0.82749576,2.152963822,0
21.21,6.86,4.1203604,0.391476789,6.51,0,629940000,-0.602244912,-0.083791357,8744185796,137.25,0.488053385,-0.026011049,-0.707437848,-1
27.9,7.08,13.241967,1.647051786,5.39,0,23624000000,1.717155723,-0.492669342,5.17951E+11,171.58,-0.209748689,0.373371816,2.518541382,-1
27.02,7.39,3.472977,0.556367565,2.01,2.7798648,1009600000,-0.300394082,-0.178205921,15311373377,52.15,-0.129787132,0.434787448,-0.264654594,0
18.35,3.98,12.898601,1.027905675,3.5,3.5925992,540767000,-0.699923095,-0.162573551,8077368506,108.11,0.460047191,-0.888974489,-0.770134029,0
19.45,3.9,1.0751684,-0.259856698,11.07,0.7963368,8062000000,1.029153491,0.655450661,67280478816,239.27,-0.305650838,0.425197008,0.905342819,0
22.08,3.25,4.7038417,0.175284726,1.72,1.322724,2782000000,0.348260953,0.133815963,32308459680,92.74,0.348058824,-0.036948561,0.325557607,0
16.9,1.46,2.8802848,-0.35226155,2.85,1.9789734,0,-13.56818948,-1.198261177,22437653700,31.1,-0.161776164,0.556337219,0.037389577,0
11.18,2.19,1.2994481,-0.654259505,-6.8744,4.673807,-371216000,-13.56818948,-1.617249659,13706075072,30.64,0.694661875,-0.433945904,-0.352195873,0
27.32,11.54,6.518713,1.261781074,4.14,0,1911000000,0.107935066,-0.100036801,26918949723,133.05,0.249821536,0.199687424,0.181312098,-1
25.53,3.52,5.137961,0.360546056,1.21,1.2396694,375267000,-0.933726249,-0.3326935,6706992926,46.46,-0.523123518,0.703057679,-0.917080167,0
26.17,3.15,2.0803037,0.009253532,1.12,1.8291216,463066000,-0.799190148,0.121516455,5427884956,40.82,0.139516788,-0.469675597,-1.0843281,0
19.9,2.4,0.5516402,-0.432100679,1.99,1.4726508,709756000,-0.525902001,0.177924836,7978485059,55.31,-0.851713428,1.178315554,-0.779869756,0
32.48,5.26,6.0089035,0.836022386,1.56,0.785995,557800000,-0.680077242,-0.432857661,11273961835,80.87,-1.03841047,0.922578011,-0.506593774,0
9.5,3.4,1.0362948,-0.635091115,4.91,2.5827951,957000000,-0.334634865,1.345908597,5819080328,45.88,-2.672833786,1.670055031,-1.029322576,0
5.89,1.26,0.408193438,-1.007751595,1.9,6.323142972,9281000000,1.119262164,2.186832424,42414328338,12.8328,-0.64777634,0.042100079,0.540668521,0
25.05,7.17,5.1682673,0.661404525,2.46,0.39057052,1508300000,-0.043502954,-0.261801367,24916503061,69.14,0.086812257,0.2278062,0.120214665,0
20.27,3.76,1.8434572,-0.159254937,3.04,1.2618296,814500000,-0.437811996,0.110970037,9624169008,62.44,0.359959572,-0.299296017,-0.631648279,0
12.67,1.83,3.399101,-0.402139671,3,2.332657,2711300000,0.331787659,0.729367565,21759187973,38,0.566333975,-0.71977352,0.013121045,0
14.67,3.66,1.6538345,-0.37355777,1.24,1.1198208,5347000000,0.766376799,2.001160317,25853969330,17.16,-1.251369995,1.420277174,0.149406846,0
15.35,3.93,1.1289738,-0.386437306,1.69,2.8203557,1959000000,0.123810402,1.190919423,12684517721,31.17,-0.909534362,1.135307851,-0.413417291,0
21.23,3.14,5.319881,0.206451882,2.69,3.2339885,736798000,-0.501972968,-0.235600846,11840331607,61.13,0.329572621,0.230546258,-0.467852036,0
36.86,13.47,4.894499,1.56097585,2.31,0,234935000,-1.23342942,-0.862619898,10828314389,114.26,-0.123075563,-0.151829868,-0.538471403,-1
20.71,5.45,2.0481362,0.023114972,9.55,1.5631542,4618000000,0.672578025,-0.085146075,64180390701,206.05,0.69162015,-0.289614523,0.868058108,0
13.76,1.7,1.0887611,-0.634745108,-0.72,3.147541,-206000000,-13.56818948,-1.222358143,1.32249E+11,14.45,-1.761236586,-0.900450749,1.43950468,0
13.86,2.57,16.18455464,1.124932292,1.34,4.005462,1740540000,0.048144513,0.082779117,21018887283,21.62,0.215501269,-0.225958583,-0.01423813,0
17.53,7.26,2.0389178,0.072629353,2.77,3.5864594,3107600000,0.4190901,0.347625884,31098243069,53.99,0.584924397,-0.473056345,0.295382181,0
6.58,1.33,0.5633218,-0.961716675,6,3.5857513,23541000000,1.714903408,4.719805718,61536606173,40.75,-0.173808104,0.296500485,0.834809856,0
21.17,4.33,1.212236,-0.150980246,4.6,2.7198548,1201517000,-0.189024578,0.078843371,14554321748,96.31,0.28666701,0.009189044,-0.304733756,0
8.16,4.12,5.2087464,-0.152639607,9.95,2.754954,17590000000,1.528416073,1.318843297,1.08107E+11,78.22,0.057809532,0.093872142,1.280186151,0
27.86,4.73,5.775833,0.612273595,1.58,0.037622273,960345000,-0.332401978,-0.320220114,16920023264,100.59,-0.232523218,0.45425644,-0.185692961,0
12.44,1.25,2.309415,-0.580899944,8.61,1.1668612,0,-13.56818948,-1.198261177,96978500251,246.35,0.479142411,-0.115928409,1.194325415,0
9.92,1.65,0.72725976,-0.805888235,4.74,1.6731402,2044000000,0.150991626,2.637057698,8244568238,30.75,0.548687906,-0.554699043,-0.753940116,0
22.57,8.1,1.3995146,0.239636798,10.02,1.9700643,1279846000,-0.148609169,0.154202669,14639308205,258.6,-1.454345591,1.889802151,-0.300131873,0
38.86,4.74,2.1424224,0.570959312,-0.53,1.4489837,2910000000,0.377047441,-0.159951981,43356557470,47.41,-0.352794708,0.154511488,0.558034802,0
10.04,6.17,1.6339768,-0.31293966,1.41,2.7322404,926153000,-0.355601877,0.591277479,8006268615,19.57,0.23466779,-0.684389289,-0.777122147,0
13.7,4.31,1.66195,-0.348834153,2.98,3.0218647,1058817000,-0.269934116,0.809329374,8158949890,47.54,-0.019804846,-0.552677915,-0.762191114,0
26.38,5.88,2.9516637,0.347581905,4.43,1.4922442,1368000000,-0.105982615,-0.031666683,18140726600,149.84,-0.444067953,0.955066577,-0.130632831,0
14.34,1.15,1.3939538,-0.628837555,2.27,1.7901897,0,-13.56818948,-1.198261177,19926305632,53.34,0.615383202,-0.215216496,-0.05642981,0
20.57,5.82,3.2375681,0.182764957,4.34,2.2304833,1028425000,-0.288571612,0.051313002,12732072001,96.48,0.408356106,-0.432591768,-0.41045965,0
14.07,3.4,0.7251921,-0.519106081,5.94,1.4227642,8202000000,1.040170959,2.484987004,34449052800,95.97,-0.302880814,0.587876199,0.37626317,0
10.99,1.97,8.127109,0.081209037,1.33,6.323142972,1412684000,-0.085413852,0.794318827,10967755538,22.64,-0.216877729,-0.857106075,-0.528358137,0
-53.6096,1.62,3.7385862,-2.567143926,-1.2,4.1499925,483673000,-0.77132743,-0.179589733,7345243806,64.87,-1.123087192,1.362203942,-0.845231685,0
19.85,3.74,1.262194,-0.239570219,3.1,0,1033985000,-0.285121198,0.198380258,11452961984,70.85,-0.051190493,-0.481544812,-0.494143055,-1
-9.33,1.08,3.780475,-1.149225258,-6.8744,2.2670596,-371216000,-13.56818948,-1.607981092,14016129999,43,-0.262099255,-0.200764805,-0.334515082,0
11.57,1.06,1.4609766,-0.720404884,0.21,1.9280206,3683000000,0.527801415,1.099069371,24800859640,15.04,-1.492181962,-0.122424194,0.116537727,0
36.42,17.67,3.7628453,1.780918376,1.05,0.7315289,2815000000,0.355807253,0.461184691,26242415796,78.66,-0.562870307,0.838643154,0.161193875,0
19.21,4,4.80335,0.156143011,2.64,0,1561000000,-0.021525148,0.961429636,11181493750,38.8,0.467177419,-0.482820115,-0.513103237,-1
28.1,84.08,2.8964398,7.110572573,6.46,1.8610487,16513000000,1.487982889,-0.05466458,2.23379E+11,181.22,-0.359450432,0.491250984,1.853812136,0
20.68,5.71,2.8267899,0.131187316,2.08,1.9710299,8333000000,1.05031116,-0.071635331,1.14422E+11,146.02,0.140020515,0.081928799,1.325060684,0
20.39,3.49,2.5174792,-0.103387838,1.57,2.2907758,1422305000,-0.081070342,0.070754199,17338613096,32.21,0.615033452,-0.492264266,-0.166377151,0
11.23,2.02,3.5549128,-0.415940128,1.02,4.1131105,1547000000,-0.027290427,0.464292731,14394715334,18.75,0.76277285,-0.477469573,-0.313449277,0
12.07,0.8304,0.8954903,-0.786627717,1.49,2.6270628,3700000000,0.530748463,0.442039123,34895294088,19.92,-0.520356414,0.368560193,0.386435897,0
22.39,3.33,0.9256895,-0.228523736,4.06,0.6040015,0,-13.56818948,-1.198261177,36973617235,262.37,-0.475300926,0.749971245,0.432162174,0
15.41,1.72,3.5112102,-0.308772943,1,2.8132992,0,-13.56818948,-1.198261177,16766497291,15.1,0.07958868,0.163072605,-0.192897421,0
18.75,6.04,1.8924941,-0.008188283,12.15,1.2264713,1107000000,-0.241455812,0.413031556,10628247899,225.37,0.149461603,0.101611214,-0.553211472,0
53.57,196.21,7.97525,18.14083111,2.94,0,478307000,-0.778466794,-0.71849501,15422885020,169.28,0.02296014,0,-0.258919083,-1
26.19,2.24,5.0604,0.263790176,1,0,1018900000,-0.2945262,-0.321079623,17969275816,43.73,0.504572994,-0.193020686,-0.138138475,-1
23.62,10.99,3.9286149,0.804064027,4.86,1.9089574,3924000000,0.568363416,-0.114151862,55994378108,156.15,0.014272385,0.123907456,0.760211895,0
52.25,10.89,11.713953,2.60652408,4.92,0,1192000000,-0.194113622,-0.627273442,32295200000,209.54,-0.550986876,0.497425595,0.325233156,-1
-53.6096,10.25,16.18455464,-0.439864556,0.54,0,-81686000,-13.56818948,-1.267614113,18220961259,83.92,-1.218528563,-0.842571345,-0.127144712,-1
19.38,3.34,1.6147361,-0.250123829,5.07,1.9739007,1987100000,0.132924548,0.150858898,22785450609,87.6,0.679049412,-0.284255796,0.049547143,0
12.32,3.34,3.348876,-0.289658292,1.98,2.6548672,26247000000,1.784534254,0.721220128,2.11536E+11,42.75,-0.403112448,0.336597751,1.81075706,0
22.95,2.62,9.619987,0.697554459,2.37,5.4298644,3103000000,0.41814213,-0.038008101,41373051167,67,0.324871328,-0.0982138,0.521022128,0
10.67,7.7,1.817167,-0.140434516,6.11,3.8999026,16557000000,1.489685788,0.600027955,1.42433E+11,147.59,0.443920576,-0.581262162,1.498138346,0
15.57,4.99,1.0738261,-0.294341821,5.14,3.206751,3004000000,0.397392244,0.701178577,24465996443,56.05,0.285108861,-0.299684112,0.105793084,0
15.46,4.01,1.4712903,-0.337809611,1.49,3.3802817,1074900000,-0.260286748,0.810667707,8277363031,21.34,0.055547344,-0.152945169,-0.750802373,0
24.17,6.34,4.4208813,0.477891782,5.05,1.9341276,699963000,-0.534793204,-0.237449855,11270040447,138,0.268741731,-0.069708012,-0.506868742,0
40.52,33.5,9.633731,3.928895228,3.72,0.96720195,1654000000,0.015508247,-0.577719511,41233771565,152.75,-0.383693755,0.656146205,0.518356836,0
48.58,9.48,14.655261,2.692186402,5.67,0,1153700000,-0.215013093,-0.800467359,44866621303,381.87,-1.487069024,1.766943123,0.585094799,-1
11.87,1.62,2.6513786,-0.529833942,2.74,3.466826,1606200000,-0.003258334,0.625987292,13620847614,31.92,0.466263987,-0.473944682,-0.357126055,0
21.74,2.77,2.8477087,-0.083901624,0.76,0,1542000000,-0.029362108,-0.030432438,20426488713,95.23,-0.145881411,0.204533198,-0.03683458,-1
15.42,4.97,3.2898626,-0.054131963,0.46,6.323142972,1116140000,-0.236193796,0.636611982,9410249279,32.07,0.527199827,-0.82602739,-0.649414794,0
30.62,8.55,1.7697402,0.584862303,6.19,0.8139042,1007309000,-0.301847897,0.005490408,12945366350,114.81,-0.360194998,0.706522479,-0.39732827,0
19.45,2.01,1.2129636,-0.40673777,2.43,0.9089532,409832000,-0.877341279,-0.518468622,9326484316,62.82,-0.169728588,0.28573037,-0.656481941,0
15.35,1.88,2.496677,-0.410037959,5.1,2.6036885,1411300000,-0.086041108,0.405624116,13612394896,118.37,-0.09254154,-0.060414071,-0.357616703,0
17.31,4.74,4.6326222,0.138012514,0.39,2.5566885,22430000000,1.683965919,-0.215458733,3.53062E+11,126.36,0.457539154,-0.353746028,2.21563538,0
14,1.69,1.1415336,-0.621813306,1.71,2.7659574,4295000000,0.626175755,0.709812572,34822224800,36.55,0.574773431,-0.588148254,0.384779114,0
15.43,1.6,3.3714993,-0.333978191,6.3,1.9845841,0,-13.56818948,-1.198261177,3.86614E+11,107.88,-0.071508083,0.478960534,2.287387811,0
14.09,1.78,1.8543326,-0.531713984,0.78,1.5754234,1115500000,-0.236560846,0.663836732,9267350000,24.66,0.521405497,-0.693962321,-0.661509357,0
19.8,2.39,4.281897,-0.020696977,9.16,1.3445379,1295400000,-0.140878821,0.617420624,11037040988,103.53,0.041260924,0.268252824,-0.52338078,0
16.5,11.5,2.3173764,0.433646435,1.95,3.363962,1827000000,0.0791688,0.075860156,22182794875,65.98,0.483692474,-0.328835221,0.028360504,0
14.66,1.55,3.270451,-0.37490881,1.12,1.9876952,0,-13.56818948,-1.198261177,22589744920,20.08,0.21989302,0.120747398,0.04272909,0
17.93,151.66,2.1947837,12.49802717,6.41,3.5599859,4033000000,0.585897161,0.383256918,39449596000,111.69,0.790166887,-0.753654672,0.48339477,0
9.28,1.2,7.0508943,-0.161145279,0.8,6.323142972,701190000,-0.533672401,0.556837281,6180487499,14.01,-1.061734103,-0.919385836,-0.981697547,0
25.07,1.07,2.823936,-0.12270472,0.01,2.891845,5981000000,0.838083621,1.197988113,38612712234,16.8,0.182432259,-0.769622499,0.466446978,0
16.59,12.93,4.3395863,0.784638317,5.88,2.2988505,1506642000,-0.044206798,0.251344052,16078622033,98.54,0.038816601,-0.253345261,-0.226008633,0
16.01,2.04,0.8557757,-0.557348077,3.12,3.4965036,2286000000,0.22259783,2.147187402,10570861198,60.34,-1.543630044,2.084075736,-0.557490719,0
20.11,1.54,4.6780853,-0.0393035,2.81,3.3990483,7832000000,1.010631174,0.153700669,89618309338,71.58,0.253413296,-0.855095746,1.131940014,0
13.07,4.02,0.408193438,-0.534164869,2.05,1.7301039,5342000000,0.765778107,2.046183131,25471355847,27.57,-1.086617364,0.799083123,0.137622395,0
12.77,205.042,1.7060977,16.85564114,3.98,4.886988,2329000000,0.234523415,1.400885299,13862042842,47.77,-1.180589003,0.655328952,-0.343252423,0
23.14,3.12,1.4884604,-0.159133116,8.51,1.4444605,1137000000,-0.224344053,-0.114463976,16229343134,198.79,0.190778033,0.175507352,-0.218634001,0
17.79,2.71,2.2459624,-0.286292879,7.02,0,1861200000,0.091037263,0.468810628,17271388000,165.46,0.09667794,0.269201308,-0.169447608,-1
16.29,4.52,3.0405293,-0.091856702,9.22,1.1652974,2967218000,0.389508214,0.443022954,27967534829,162.23,-1.49086388,0.933079787,0.211516054,0
17.88,4.89,2.0302901,-0.120228076,2.76,3.1454785,447000000,-0.821787127,-0.052359109,6034600480,43.99,0.466788394,-0.635864367,-1.000578044,0
15.35,1.76,1.1468264,-0.570714567,3.38,0.26268265,1405319000,-0.088758903,0.289166511,14615967194,59.11,-0.786357119,0.612280287,-0.301393086,0
15.39,0.84,1.0410156,-0.660153527,0.33,1.5993602,2201336000,0.198446997,2.623628564,8910389431,23.86,0.635628861,-0.530351181,-0.692555591,0
17.34,5.73,3.754678,0.126175129,-0.2,2.9327424,3459800000,0.487794276,-0.564674222,84475986228,74.21,1.141557677,-0.909143638,1.085233884,0
9.49,1.04,1.201944,-0.81954217,9.24,1.6813145,0,-13.56818948,-1.198261177,17123031000,73.86,0.033077225,-0.007212039,-0.176266212,0
21.35,3.02,1.723609,-0.200525163,1.5,0,1065614000,-0.265839186,0.123717162,12469931896,38.86,-0.548782118,0.779272445,-0.426902866,-1
24.28,45.55,1.8781451,3.56391656,6.83,2.315954,7115000000,0.949188663,-0.076281437,98102120000,334.3,0.03125989,0.407096254,1.203430474,0
15.99,0.85,1.5809761,-0.579364417,1.93,4.5131636,0,-13.56818948,-1.198261177,16111166935,46.05,1.063513107,-0.734592043,-0.224410408,0
23.87,14.1,1.5653384,0.815983689,3.46,1.6413131,7858000000,1.012752078,0.267945844,82909678852,95.01,-0.436135925,0.565246117,1.070441297,0
10.35,5.86,1.3037612,-0.366117169,12.25,3.264714,6851000000,0.924992082,1.23499593,43556650000,105.79,-0.51170807,0.619746479,0.561674108,0
18.91,1.79,4.6277885,-0.063003467,8.69,1.6218846,0,-13.56818948,-1.198261177,27840827434,178.35,0.183010302,0.244397251,0.207927032,0
14.81,2.24,11.394877,0.594341197,3.43,4.9177604,503183000,-0.746021025,-0.279566608,8473119166,58.36,0.336190886,-0.341642331,-0.732327538,0
7.67,1.69,0.45503208,-0.906949036,1.98,6.098546,2446000000,0.265890186,3.819527399,7541063495,24,-1.484808585,0.712499399,-0.824436291,0
-32,3.4,4.6578755,-1.599618612,-2.65,1.2247398,2266000000,0.216974405,1.328215251,13875005314,15.68,-1.284282536,1.137627108,-0.342513668,0
16.06,2.43,0.42713487,-0.569975002,6.85,2.8268552,5978000000,0.837762553,1.725176724,31633740000,62.79,-0.473859672,0.493077549,0.308876508,0
32.73,11.02,2.9997249,1.003454994,2.67,0.9452879,2620000000,0.309867156,-0.402128252,50910130358,133.88,-1.042991983,1.482280659,0.684974949,0
20.23,5.85,2.9848945,0.145984157,2.87,1.8257059,3236000000,0.444999594,-0.001193227,41819440000,79.31,0.758526818,-0.243115819,0.529504281,0
30.38,3.03,4.416998,0.398041451,6.63,0.8042038,975223000,-0.322563791,-0.101594587,13756812736,208.42,0.609016483,-0.459723042,-0.349275371,0
22.12,11.93,2.308266,0.65479543,1.47,0.98383695,1179000000,-0.201131189,0.159943905,13428792315,40.7,-0.244105599,0.394540872,-0.368349982,0
34.99,26.93,15.020556,3.782763003,3.65,0.5926628,7113000000,0.949008753,-0.610145375,1.87102E+11,160.62,-0.844676371,1.278769146,1.713743357,0
-14.68,3.87,1.1863722,-1.375082716,-3.06,0,-203599000,-13.56818948,-1.737273077,5843402350,16,-1.742401806,0.224197288,-1.026025857,-1
23.91,5.2,2.7788277,0.188539038,3.73,2.0261056,815700000,-0.436869866,-0.260710453,13459353253,101.36,0.929976642,-0.32790065,-0.366553269,0
23.83,146.07,5.770237,12.61099564,6.36,2.437994,10515400000,1.199172671,0.033158658,1.32102E+11,158.97,-0.069319959,0.303316254,1.438621617,0
11.68,2.68,0.408193438,-0.695005379,22.74,0.8898776,7232000000,0.959626362,2.349515589,31534840262,150.23,0.341922451,-0.32983284,0.306401555,0
17.04,2.14,4.944542,-0.059315019,2.89,2.2618315,9204000000,1.113930728,0.0948919,1.10107E+11,78.38,1.070929919,-0.670066614,1.294676693,0
13.75,4.02,5.0893345,0.009739112,1.4,3.435934,8715000000,1.078994717,-0.312691467,1.52242E+11,54.73,0.771995874,-0.745146331,1.550775739,0
8.52,0.85,1.0496864,-0.884787449,0.63,3.4587116,0,-13.56818948,-1.198261177,48679364276,44.28,0.654500593,-0.855934484,0.649560061,0
35.56,31.69,8.372307,3.469506932,14.24,0,666706000,-0.565944481,-0.570160544,16420774443,597.3352,-0.372248043,0.435667141,-0.209365577,-1
29.65,3.09,2.2276719,0.135232913,1.92,1.2687428,2680385000,0.324448946,0.913691093,19633674337,33.5,-0.392988408,0.521729468,-0.068123332,0
14.29,5.4,3.1455927,-0.070542652,3.31,0,456600000,-0.808188918,-0.495692106,10053919023,60.03,-1.902655509,2.644383627,-0.597120012,-1
21.77,5.9,7.4475183,0.698185187,0.66,1.7512966,997492000,-0.30811521,-0.402558562,19393095636,79.9,-0.010124598,-0.237396415,-0.077868129,0
9.01,2.02,2.1912806,-0.64103025,4.36,0,12541000000,1.311906348,2.795589659,48576791974,40,-1.974283172,2.289989667,0.647892868,-1
25.76,9.49,7.1130967,1.10060818,2.97,1.8747908,34156880000,1.953102782,-0.17807765,5.17951E+11,85.01,-0.367146664,0.573224314,2.518541382,0
14.38,1.6,6.6291075,-0.005685348,2.86,4.19652,871483000,-0.394537905,0.15091188,9992628990,85.39,0.621261794,-0.901533784,-0.601953096,0
19.08,2.88,2.7977824,-0.167703979,12.48,0,1750393000,0.051756935,0.162646584,19897356456,256.57,0.212560562,0.075719968,-0.057578936,-1
17.66,1.34,1.2371694,-0.52055632,9.27,2.1533613,4708400000,0.684984213,4.677309883,12396862128,74.51,0.293438671,-0.897252907,-0.431547932,0
19.85,2.52,2.5708609,-0.198503011,1.91,1.9977299,4355000000,0.635053701,-0.174809824,65827817742,42.68,0.983839891,-0.46638049,0.888090434,0
21.53,7.96,3.589782,0.437338112,5.09,1.7938709,4217000000,0.614447173,0.030838696,53076824328,119.08,1.289480924,-0.368136772,0.717917278,0
42.17,9.56,14.152587,2.431759326,1.19,0,1229478000,-0.174302871,-0.675790195,36403831015,61.99,-0.948243981,1.250570598,0.419886911,-1
26.55,73.84,9.932974,6.964394116,1.35,1.114065,1238000000,-0.169882483,-0.563885751,30189978000,152.14,-0.535001452,0.915440664,0.271953917,0
14.23,1.33,2.2258842,-0.524334095,3.09,1.8331805,0,-13.56818948,-1.198261177,97535400000,51.79,-0.115113014,0.362312404,1.198851267,0
19.03,6.81,2.6092634,0.146985469,-1.08,2.0266979,1629000000,0.005761765,0.317465083,16626039679,98.74,0.093053417,0.304185747,-0.199546648,0
8.35,1.63,2.5358944,-0.657871757,0.93,0,3113300000,0.420262814,1.021328887,21698849265,39.25,-0.709130832,0.535884078,0.010926225,-1
17.78,2.25,3.2591083,-0.213240916,4.32,1.9671283,1212000000,-0.183465429,0.261495745,12844304115,75.21,0.688026017,-0.259621363,-0.403522938,0
-53.6096,0.91,2.5209634,-2.763733852,-6.4,0.5873715,353000000,-0.972871299,-0.776248319,12940096785,32.64,0.070525472,-0.455865256,-0.397650074,0
7.56,1.02,0.6986579,-0.940945304,1.01,4.5584044,0,-13.56818948,-1.198261177,4230379821,13.38,-0.225719313,-0.155859247,-1.28133953,0
26.1,5.46,3.6687026,0.3821803,1.81,1.3881658,1075000000,-0.260227216,-0.116638248,15375210915,55.85,-0.947526183,1.172908461,-0.261366071,0
200.0692,30.8,9.861594,8.981796643,1.25,0,809028000,-0.442125779,-1.089245308,1.14805E+11,250.1,-1.751911548,2.461319653,1.327703536,-1
9.72,1.01,1.2810479,-0.805723366,1.17,3.1228786,2021400000,0.143876542,0.967563609,14438346000,27.91,-2.13787235,-0.136227987,-0.311057206,0
13.12,4.51,4.703259,-0.011977336,-6.5,0,896000000,-0.376783329,1.235586524,5695123080,26.38,-1.153874946,-0.50033512,-1.046341321,-1
26.34,1.81,3.7076392,0.08112443,-1.18,0.8101539,1509000000,-0.043206027,-0.016246828,19749449484,36.61,0.335632081,-0.156763343,-0.063476263,0
43.47,0.85,1.5518167,0.323220111,-1.28,1.24533,679000000,-0.554251494,-0.075658717,9356906461,15.65,-0.084049894,0.408497411,-0.653907949,0
44.03,0.86,1.5718216,0.344766546,-1.28,1.2269939,679000000,-0.554251494,-0.092187833,9496735699,15.85,-0.054959584,0.324041516,-0.642183744,0
21.65,2.75,4.091698,0.049997945,11.39,2.6537917,9018000000,1.10086594,0.804402041,69661177770,145.29,0.575540097,-0.137185533,0.932827163,0
18.73,3.02,2.7288198,-0.174906564,1.39,3.6208732,1836000000,0.082313483,0.924888925,13377670080,33.9,0.342884967,-0.866597415,-0.371364678,0
24.9,8.91,3.0549932,0.570393079,2.51,1.2189548,5162000000,0.743843458,-0.450380361,1.06776E+11,62.49,0.210759537,0.152051448,1.27039668,0
19.57,1.82,2.2361343,-0.305107824,1.02,3.3780859,1448600000,-0.069347393,1.683441043,7776566371,22.51,0.670823996,-0.721000708,-0.800130398,0
105.96,1.44,4.6976447,2.784195643,-2.32,1.4771049,-371216000,-13.56818948,-1.634061878,13177325251,25.43,-0.977956234,-0.395937492,-0.383291174,0
15.04,9.1,0.74603415,0.004460562,2.02,3.0020285,1448000000,-0.069612507,1.529341835,8212509855,47.23,0.065609309,0.187068601,-0.757019488,0
20.65,3.09,3.8525908,0.019582096,18.73,2.018503,4737000000,0.688859621,0.609204847,40543547441,136.89,-0.07397432,0.199457688,0.505014241,0
19.96,2.44,4.031728,-0.039000345,4.92,1.6678249,0,-13.56818948,-1.198261177,22908130223,96.2,0.463680129,-0.19139166,0.053791295,0
24.4,7.96,2.209576,0.378185101,11.47,1.3030859,3884000000,0.561806579,-0.176097821,58782413951,324.01,-0.317620522,0.78489758,0.798618192,0
15.35,2.35,3.2066104,-0.29060655,2.78,0,1529401000,-0.034612266,0.595296926,13191507318,56.01,0.464998548,-0.044773742,-0.382440974,-1
17.78,6.73,0.9933021,-0.081107142,-2.23,1.4195584,1774000000,0.060329945,2.219365533,8030036023,24,-1.708525586,1.826785017,-0.774779264,0
17.01,2.34,0.99837583,-0.482747701,4.1,2.415766,2648729000,0.316846094,0.850182416,20003317128,60.38,0.223374672,-0.142982708,-0.053380977,0
82.08,20.39,16.18455464,4.903305848,2.57,0.26223776,3098000000,0.417110132,-0.852607428,1.38653E+11,217.52,-2.540803835,4.400017756,1.476877763,0
21.91,34.12,3.1934319,2.65120332,10.73,0,1965187000,0.125828309,0.220122025,21433781860,252.22,-0.7706632,1.158754108,0.001211543,-1
